caldt,vwretd
8/24/1976,-0.006996
8/25/1976,0.009047
8/26/1976,-0.007083
8/27/1976,0.001628
8/30/1976,0.006065
8/31/1976,0.007898
9/1/1976,0.010949
9/2/1976,-0.000816
9/3/1976,0.004003
9/7/1976,0.006885
9/8/1976,-0.00128
9/9/1976,-0.004477
9/10/1976,0.002312
9/13/1976,-0.003213
9/14/1976,-0.00287
9/15/1976,0.0026
9/16/1976,0.009947
9/17/1976,0.009671
9/20/1976,0.000557
9/21/1976,0.013879
9/22/1976,-0.00338
9/23/1976,-0.004825
9/24/1976,-0.001087
9/27/1976,0.004194
9/28/1976,-0.011753
9/29/1976,-0.005505
9/30/1976,-0.001249
10/1/1976,-0.009813
10/4/1976,-0.001565
10/5/1976,-0.007287
10/6/1976,-0.00332
10/7/1976,0.006352
10/8/1976,-0.009504
10/11/1976,-0.008763
10/12/1976,-0.008104
10/13/1976,0.012802
10/14/1976,-0.012936
10/15/1976,0.000759
10/18/1976,0.00584
10/19/1976,-0.000227
10/20/1976,0.002551
10/21/1976,-0.00947
10/22/1976,-0.007702
10/25/1976,0.001353
10/26/1976,0.010318
10/27/1976,0.006629
10/28/1976,-0.001061
10/29/1976,0.01355
11/1/1976,0.00257
11/3/1976,-0.011803
11/4/1976,0.006913
11/5/1976,-0.014238
11/8/1976,-0.011839
11/9/1976,-0.002662
11/10/1976,-0.005341
11/11/1976,0.008529
11/12/1976,-0.003623
11/15/1976,0.006407
11/16/1976,0.001928
11/17/1976,0.00627
11/18/1976,0.012754
11/19/1976,0.000645
11/22/1976,0.006473
11/23/1976,-0.005467
11/24/1976,0.004803
11/26/1976,0.007132
11/29/1976,-0.006643
11/30/1976,-0.003329
12/1/1976,0.004158
12/2/1976,-0.00368
12/3/1976,0.006217
12/6/1976,0.008197
12/7/1976,-0.000544
12/8/1976,0.005476
12/9/1976,0.004402
12/10/1976,0.001533
12/13/1976,-0.000276
12/14/1976,0.004552
12/15/1976,0.000326
12/16/1976,-0.003503
12/17/1976,-0.005357
12/20/1976,-0.005654
12/21/1976,0.005802
12/22/1976,0.004481
12/23/1976,0.000793
12/27/1976,0.012204
12/28/1976,0.006876
12/29/1976,-0.004153
12/30/1976,0.005413
12/31/1976,0.005511
1/3/1977,-0.00433
1/4/1977,-0.01182
1/5/1977,-0.008133
1/6/1977,0.001056
1/7/1977,-0.000082
1/10/1977,0.001779
1/11/1977,-0.009875
1/12/1977,-0.007011
1/13/1977,0.007966
1/14/1977,-0.001619
1/17/1977,-0.002662
1/18/1977,-0.003773
1/19/1977,0.004765
1/20/1977,-0.008591
1/21/1977,0.003481
1/24/1977,-0.000361
1/25/1977,-0.001378
1/26/1977,-0.007486
1/27/1977,-0.005501
1/28/1977,0.001194
1/31/1977,0.001888
2/1/1977,0.00519
2/2/1977,-0.001573
2/3/1977,-0.004436
2/4/1977,0.00157
2/7/1977,0.000516
2/8/1977,-0.002903
2/9/1977,-0.008822
2/10/1977,0.001277
2/11/1977,-0.005445
2/14/1977,0.005779
2/15/1977,0.003323
2/16/1977,0.004467
2/17/1977,-0.005773
2/18/1977,-0.003359
2/22/1977,0.000581
2/23/1977,-0.002917
2/24/1977,-0.005421
2/25/1977,-0.001428
2/28/1977,0.003693
3/1/1977,0.008932
3/2/1977,-0.002772
3/3/1977,0.00513
3/4/1977,0.003254
3/7/1977,0.001081
3/8/1977,-0.004006
3/9/1977,-0.007588
3/10/1977,0.005564
3/11/1977,0.000297
3/14/1977,0.007845
3/15/1977,0.005299
3/16/1977,0.001951
3/17/1977,-0.000723
3/18/1977,-0.002411
3/21/1977,-0.005262
3/22/1977,-0.002205
3/23/1977,-0.008675
3/24/1977,-0.004847
3/25/1977,-0.006732
3/28/1977,-0.000237
3/29/1977,0.006831
3/30/1977,-0.012053
3/31/1977,-0.000886
4/1/1977,0.008459
4/4/1977,-0.010048
4/5/1977,-0.002098
4/6/1977,-0.001044
4/7/1977,0.004207
4/11/1977,0.005751
4/12/1977,0.01299
4/13/1977,-0.000129
4/14/1977,0.008457
4/15/1977,0.000184
4/18/1977,-0.004863
4/19/1977,-0.004272
4/20/1977,0.003297
4/21/1977,-0.006898
4/22/1977,-0.013492
4/25/1977,-0.013466
4/26/1977,0.000321
4/27/1977,0.008933
4/28/1977,0.002343
4/29/1977,0.002511
5/2/1977,0.006017
5/3/1977,0.004924
5/4/1977,0.006243
5/5/1977,0.002713
5/6/1977,-0.005378
5/9/1977,-0.002269
5/10/1977,0.003275
5/11/1977,-0.006917
5/12/1977,-0.000339
5/13/1977,0.003181
5/16/1977,0.004625
5/17/1977,0.00388
5/18/1977,0.005168
5/19/1977,-0.004253
5/20/1977,-0.004268
5/23/1977,-0.012341
5/24/1977,-0.003826
5/25/1977,-0.00893
5/26/1977,0.002416
5/27/1977,-0.007366
